exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
6326;True;AnyaSearch;8435821;8435821.4;21985;22031;44015;(441,323);(187,462);2531.0;1929.25615177364;maze512-1-0.map
6327;True;AnyaSearch;5694047;5694047.8;15168;15227;30394;(306,103);(68,325);2528.0;1939.471759801382;maze512-1-0.map
6328;True;AnyaSearch;5250579;5250579.5;14153;14207;28359;(469,261);(341,291);2530.0;1916.3600080016563;maze512-1-0.map
6329;True;AnyaSearch;7500823;7500823.0;19528;19604;39131;(189,94);(53,258);2528.0;1929.1793120333823;maze512-1-0.map
6330;True;AnyaSearch;9647769;9647769.4;24581;24620;49200;(431,291);(163,493);2530.0;1926.9561221332706;maze512-1-0.map
6331;True;AnyaSearch;7289653;7289653.2;18720;18783;37502;(490,465);(479,203);2533.0;1910.612564695929;maze512-1-0.map
6332;True;AnyaSearch;4452418;4452418.4;11877;11926;23802;(295,30);(132,227);2532.0;1915.640119204088;maze512-1-0.map
6333;True;AnyaSearch;8184696;8184696.9;20264;20307;40570;(209,490);(47,184);2534.0;1929.3677412128657;maze512-1-0.map
6334;True;AnyaSearch;2649528;2649528.3;6919;6947;13865;(61,90);(283,247);2535.0;1906.4698181680662;maze512-1-0.map
6335;True;AnyaSearch;11928532;11928532.1;32661;32699;65359;(220,211);(1,128);2532.0;1911.75671445353;maze512-1-0.map
6336;True;AnyaSearch;2845284;2845284.8;8252;8287;16538;(375,77);(295,339);2534.0;1912.8114161064116;maze512-1-0.map
6337;True;AnyaSearch;7483741;7483741.1;21848;21910;43757;(305,150);(458,457);2532.0;1927.9392221129629;maze512-1-0.map
